관중통계(전체현황),,,,,,,,,,,,
"선택항목 : 단체 : KBO   시즌 : 2021,2022,2023,2024  시즌구분  : 전체   구단구분 : 전체     요일 :   undefined :  undefined :",,,,,,,,,,,,
단체,리그,시즌,연도,월,일,요일,홈팀,원정팀,경기장,날씨,평균기온,관중수
KBO,정규리그,2022 시즌,2022,06,10,금,삼성,NC,대구 삼성 라이온즈 파크,구름조금,29.7℃,10012
KBO,정규리그,2022 시즌,2022,06,10,금,롯데,KT,부산 사직 야구장,구름많음,24.9℃,4902
KBO,정규리그,2022 시즌,2022,06,10,금,SSG,한화,인천SSG 랜더스필드,비,24.3℃,9958
KBO,정규리그,2022 시즌,2022,06,10,금,LG,두산,서울 잠실 야구장,비,26.6℃,11791
KBO,정규리그,2022 시즌,2022,06,09,목,두산,한화,서울 잠실 야구장,비,24.5℃,6612
KBO,정규리그,2022 시즌,2022,06,09,목,롯데,삼성,부산 사직 야구장,구름조금,23.3℃,5236
KBO,정규리그,2022 시즌,2022,06,09,목,NC,SSG,창원NC파크,구름조금,27.6℃,3010
KBO,정규리그,2022 시즌,2022,06,09,목,KIA,LG,광주-기아 챔피언스 필드,구름조금,28℃,7606
KBO,정규리그,2022 시즌,2022,06,09,목,키움히어로즈,KT,서울고척스카이돔,비,24.5℃,1414
KBO,정규리그,2022 시즌,2022,06,08,수,키움히어로즈,KT,서울고척스카이돔,구름많음,25.8℃,1342
KBO,정규리그,2022 시즌,2022,06,08,수,KIA,LG,광주-기아 챔피언스 필드,비,24℃,6812
KBO,정규리그,2022 시즌,2022,06,08,수,NC,SSG,창원NC파크,비,22.9℃,2316
KBO,정규리그,2022 시즌,2022,06,08,수,롯데,삼성,부산 사직 야구장,구름많음,21℃,4733
KBO,정규리그,2022 시즌,2022,06,08,수,두산,한화,서울 잠실 야구장,구름많음,25.8℃,4882
KBO,정규리그,2022 시즌,2022,06,07,화,두산,한화,서울 잠실 야구장,구름많음,25.1℃,4702
KBO,정규리그,2022 시즌,2022,06,07,화,롯데,삼성,부산 사직 야구장,흐림,21.6℃,4680
KBO,정규리그,2022 시즌,2022,06,07,화,NC,SSG,창원NC파크,비,21.6℃,2158
KBO,정규리그,2022 시즌,2022,06,07,화,KIA,LG,광주-기아 챔피언스 필드,비,23.7℃,0
KBO,정규리그,2022 시즌,2022,06,07,화,키움히어로즈,KT,서울고척스카이돔,구름많음,25.1℃,1904
KBO,정규리그,2022 시즌,2022,06,05,일,한화,키움히어로즈,대전 한화생명 이글스파크,비,24.7℃,0
KBO,정규리그,2022 시즌,2022,06,05,일,KT,KIA,수원케이티위즈파크,비,25.3℃,20000
KBO,정규리그,2022 시즌,2022,06,05,일,NC,롯데,창원NC파크,비,19.2℃,0
KBO,정규리그,2022 시즌,2022,06,05,일,삼성,두산,대구 삼성 라이온즈 파크,비,19.3℃,0
KBO,정규리그,2022 시즌,2022,06,05,일,LG,SSG,서울 잠실 야구장,흐림,27℃,14964
KBO,정규리그,2022 시즌,2022,06,04,토,LG,SSG,서울 잠실 야구장,구름많음,29.7℃,16345
KBO,정규리그,2022 시즌,2022,06,04,토,삼성,두산,대구 삼성 라이온즈 파크,구름조금,28.8℃,16425
KBO,정규리그,2022 시즌,2022,06,04,토,NC,롯데,창원NC파크,구름많음,28.7℃,11736
KBO,정규리그,2022 시즌,2022,06,04,토,KT,KIA,수원케이티위즈파크,구름많음,28.9℃,20000
KBO,정규리그,2022 시즌,2022,06,04,토,한화,키움히어로즈,대전 한화생명 이글스파크,구름많음,30.6℃,9140
KBO,정규리그,2022 시즌,2022,06,03,금,한화,키움히어로즈,대전 한화생명 이글스파크,구름조금,33.1℃,4166
KBO,정규리그,2022 시즌,2022,06,03,금,KT,KIA,수원케이티위즈파크,구름조금,30.9℃,10749
KBO,정규리그,2022 시즌,2022,06,03,금,NC,롯데,창원NC파크,맑음,33.4℃,9544
KBO,정규리그,2022 시즌,2022,06,03,금,삼성,두산,대구 삼성 라이온즈 파크,맑음,30.4℃,8600
KBO,정규리그,2022 시즌,2022,06,03,금,LG,SSG,서울 잠실 야구장,구름조금,32.6℃,9487
KBO,정규리그,2022 시즌,2022,06,02,목,두산,KIA,서울 잠실 야구장,구름조금,26.9℃,11029
KBO,정규리그,2022 시즌,2022,06,02,목,SSG,KT,인천SSG 랜더스필드,구름많음,23.5℃,5525
KBO,정규리그,2022 시즌,2022,06,02,목,롯데,LG,부산 사직 야구장,맑음,24.5℃,8384
KBO,정규리그,2022 시즌,2022,06,02,목,키움히어로즈,삼성,서울고척스카이돔,구름조금,26.9℃,2477
KBO,정규리그,2022 시즌,2022,06,02,목,한화,NC,대전 한화생명 이글스파크,맑음,29.7℃,3003
KBO,정규리그,2022 시즌,2022,06,01,수,한화,NC,대전 한화생명 이글스파크,맑음,31.8℃,6851
KBO,정규리그,2022 시즌,2022,06,01,수,키움히어로즈,삼성,서울고척스카이돔,맑음,28.6℃,7181
KBO,정규리그,2022 시즌,2022,06,01,수,롯데,LG,부산 사직 야구장,구름조금,27.5℃,11093
KBO,정규리그,2022 시즌,2022,06,01,수,SSG,KT,인천SSG 랜더스필드,맑음,25.4℃,15288
KBO,정규리그,2022 시즌,2022,06,01,수,두산,KIA,서울 잠실 야구장,맑음,28.6℃,23244
KBO,정규리그,2022 시즌,2022,05,31,화,두산,KIA,서울 잠실 야구장,맑음,27.2℃,18194
KBO,정규리그,2022 시즌,2022,05,31,화,SSG,KT,인천SSG 랜더스필드,맑음,22.8℃,7883
KBO,정규리그,2022 시즌,2022,05,31,화,롯데,LG,부산 사직 야구장,맑음,27.4℃,7815
KBO,정규리그,2022 시즌,2022,05,31,화,키움히어로즈,삼성,서울고척스카이돔,맑음,27.2℃,4100
KBO,정규리그,2022 시즌,2022,05,31,화,한화,NC,대전 한화생명 이글스파크,맑음,28.7℃,4269
KBO,정규리그,2022 시즌,2022,05,29,일,KIA,SSG,광주-기아 챔피언스 필드,구름조금,29.3℃,12595
KBO,정규리그,2022 시즌,2022,05,29,일,KT,한화,수원케이티위즈파크,구름많음,28.8℃,9503
KBO,정규리그,2022 시즌,2022,05,29,일,NC,두산,창원NC파크,구름조금,31.1℃,3979
KBO,정규리그,2022 시즌,2022,05,29,일,롯데,키움히어로즈,부산 사직 야구장,구름조금,26.6℃,12038
KBO,정규리그,2022 시즌,2022,05,29,일,LG,삼성,서울 잠실 야구장,구름많음,29.7℃,17435
KBO,정규리그,2022 시즌,2022,05,28,토,롯데,키움히어로즈,부산 사직 야구장,구름조금,27℃,13820
KBO,정규리그,2022 시즌,2022,05,28,토,KIA,SSG,광주-기아 챔피언스 필드,구름많음,29.7℃,12245
KBO,정규리그,2022 시즌,2022,05,28,토,LG,삼성,서울 잠실 야구장,맑음,29.3℃,21100
KBO,정규리그,2022 시즌,2022,05,28,토,NC,두산,창원NC파크,구름많음,31.8℃,7638
KBO,정규리그,2022 시즌,2022,05,28,토,KT,한화,수원케이티위즈파크,맑음,29℃,11494
KBO,정규리그,2022 시즌,2022,05,27,금,KIA,SSG,광주-기아 챔피언스 필드,맑음,27.9℃,10208
KBO,정규리그,2022 시즌,2022,05,27,금,KT,한화,수원케이티위즈파크,맑음,23.9℃,6090
KBO,정규리그,2022 시즌,2022,05,27,금,NC,두산,창원NC파크,맑음,29.4℃,3328
KBO,정규리그,2022 시즌,2022,05,27,금,롯데,키움히어로즈,부산 사직 야구장,맑음,27.2℃,11008
KBO,정규리그,2022 시즌,2022,05,27,금,LG,삼성,서울 잠실 야구장,맑음,25.6℃,13775
KBO,정규리그,2022 시즌,2022,05,26,목,LG,키움히어로즈,서울 잠실 야구장,구름조금,23.5℃,6655
KBO,정규리그,2022 시즌,2022,05,26,목,SSG,롯데,인천SSG 랜더스필드,맑음,19.9℃,13672
KBO,정규리그,2022 시즌,2022,05,26,목,삼성,KIA,대구 삼성 라이온즈 파크,구름조금,27.5℃,7568
KBO,정규리그,2022 시즌,2022,05,26,목,NC,KT,창원NC파크,구름조금,28℃,1728
KBO,정규리그,2022 시즌,2022,05,26,목,한화,두산,대전 한화생명 이글스파크,비,26.1℃,4638
KBO,정규리그,2022 시즌,2022,05,25,수,한화,두산,대전 한화생명 이글스파크,구름조금,29.6℃,5253
KBO,정규리그,2022 시즌,2022,05,25,수,NC,KT,창원NC파크,구름조금,31.4℃,2428
KBO,정규리그,2022 시즌,2022,05,25,수,삼성,KIA,대구 삼성 라이온즈 파크,구름조금,33.2℃,8000
KBO,정규리그,2022 시즌,2022,05,25,수,SSG,롯데,인천SSG 랜더스필드,비,21.7℃,9890
KBO,정규리그,2022 시즌,2022,05,25,수,LG,키움히어로즈,서울 잠실 야구장,비,26.7℃,6937
KBO,정규리그,2022 시즌,2022,05,24,화,LG,키움히어로즈,서울 잠실 야구장,구름조금,30.2℃,6074
KBO,정규리그,2022 시즌,2022,05,24,화,SSG,롯데,인천SSG 랜더스필드,구름조금,25.9℃,11996
KBO,정규리그,2022 시즌,2022,05,24,화,삼성,KIA,대구 삼성 라이온즈 파크,맑음,33.2℃,7081
KBO,정규리그,2022 시즌,2022,05,24,화,NC,KT,창원NC파크,맑음,32.6℃,1686
KBO,정규리그,2022 시즌,2022,05,24,화,한화,두산,대전 한화생명 이글스파크,맑음,31.4℃,3172
KBO,정규리그,2022 시즌,2022,05,22,일,두산,롯데,서울 잠실 야구장,구름조금,25.8℃,19143
KBO,정규리그,2022 시즌,2022,05,22,일,SSG,LG,인천SSG 랜더스필드,구름조금,20.8℃,18157
KBO,정규리그,2022 시즌,2022,05,22,일,삼성,KT,대구 삼성 라이온즈 파크,맑음,32.7℃,11507
KBO,정규리그,2022 시즌,2022,05,22,일,KIA,NC,광주-기아 챔피언스 필드,맑음,29.6℃,16282
KBO,정규리그,2022 시즌,2022,05,22,일,키움히어로즈,한화,서울고척스카이돔,구름조금,25.8℃,5330
KBO,정규리그,2022 시즌,2022,05,21,토,키움히어로즈,한화,서울고척스카이돔,구름조금,26℃,6689
KBO,정규리그,2022 시즌,2022,05,21,토,KIA,NC,광주-기아 챔피언스 필드,맑음,27.7℃,15565
KBO,정규리그,2022 시즌,2022,05,21,토,삼성,KT,대구 삼성 라이온즈 파크,맑음,29.7℃,15676
KBO,정규리그,2022 시즌,2022,05,21,토,SSG,LG,인천SSG 랜더스필드,구름많음,20.1℃,21315
KBO,정규리그,2022 시즌,2022,05,21,토,두산,롯데,서울 잠실 야구장,구름조금,26℃,20588
KBO,정규리그,2022 시즌,2022,05,20,금,두산,롯데,서울 잠실 야구장,구름조금,25.8℃,15486
KBO,정규리그,2022 시즌,2022,05,20,금,SSG,LG,인천SSG 랜더스필드,구름많음,22.3℃,13904
KBO,정규리그,2022 시즌,2022,05,20,금,삼성,KT,대구 삼성 라이온즈 파크,구름조금,28.6℃,9838
KBO,정규리그,2022 시즌,2022,05,20,금,KIA,NC,광주-기아 챔피언스 필드,흐림,26.6℃,9135
KBO,정규리그,2022 시즌,2022,05,20,금,키움히어로즈,한화,서울고척스카이돔,구름조금,25.8℃,3080
KBO,정규리그,2022 시즌,2022,05,19,목,한화,삼성,대전 한화생명 이글스파크,흐림,25.8℃,4014
KBO,정규리그,2022 시즌,2022,05,19,목,KT,LG,수원케이티위즈파크,구름많음,23.1℃,5234
KBO,정규리그,2022 시즌,2022,05,19,목,NC,키움히어로즈,창원NC파크,구름많음,28.2℃,2686
KBO,정규리그,2022 시즌,2022,05,19,목,롯데,KIA,부산 사직 야구장,흐림,25.8℃,10396
KBO,정규리그,2022 시즌,2022,05,19,목,두산,SSG,서울 잠실 야구장,구름조금,24.2℃,7360
KBO,정규리그,2022 시즌,2022,05,18,수,두산,SSG,서울 잠실 야구장,비,25.4℃,5586
KBO,정규리그,2022 시즌,2022,05,18,수,롯데,KIA,부산 사직 야구장,맑음,24.5℃,9885
KBO,정규리그,2022 시즌,2022,05,18,수,NC,키움히어로즈,창원NC파크,맑음,30.3℃,2526
KBO,정규리그,2022 시즌,2022,05,18,수,KT,LG,수원케이티위즈파크,비,26.5℃,5106
KBO,정규리그,2022 시즌,2022,05,18,수,한화,삼성,대전 한화생명 이글스파크,맑음,28.4℃,4107
KBO,정규리그,2022 시즌,2022,05,17,화,한화,삼성,대전 한화생명 이글스파크,맑음,28.4℃,3941
KBO,정규리그,2022 시즌,2022,05,17,화,KT,LG,수원케이티위즈파크,맑음,26.7℃,5600
KBO,정규리그,2022 시즌,2022,05,17,화,NC,키움히어로즈,창원NC파크,맑음,28.1℃,2420
KBO,정규리그,2022 시즌,2022,05,17,화,롯데,KIA,부산 사직 야구장,맑음,23.7℃,9055
KBO,정규리그,2022 시즌,2022,05,17,화,두산,SSG,서울 잠실 야구장,맑음,27.4℃,5743
KBO,정규리그,2022 시즌,2022,05,15,일,LG,KIA,서울 잠실 야구장,맑음,22.4℃,23097
KBO,정규리그,2022 시즌,2022,05,15,일,SSG,NC,인천SSG 랜더스필드,맑음,19.5℃,11414
KBO,정규리그,2022 시즌,2022,05,15,일,삼성,두산,대구 삼성 라이온즈 파크,구름조금,23.2℃,14754
KBO,정규리그,2022 시즌,2022,05,15,일,KT,키움히어로즈,수원케이티위즈파크,맑음,20.9℃,6587
KBO,정규리그,2022 시즌,2022,05,15,일,한화,롯데,대전 한화생명 이글스파크,구름조금,22.2℃,8154
KBO,정규리그,2022 시즌,2022,05,14,토,한화,롯데,대전 한화생명 이글스파크,구름조금,22.8℃,10860
KBO,정규리그,2022 시즌,2022,05,14,토,KT,키움히어로즈,수원케이티위즈파크,구름조금,18.7℃,10061
KBO,정규리그,2022 시즌,2022,05,14,토,삼성,두산,대구 삼성 라이온즈 파크,구름조금,24.6℃,17161
KBO,정규리그,2022 시즌,2022,05,14,토,SSG,NC,인천SSG 랜더스필드,구름많음,16.7℃,15131
KBO,정규리그,2022 시즌,2022,05,14,토,LG,KIA,서울 잠실 야구장,구름조금,20℃,24132
KBO,정규리그,2022 시즌,2022,05,13,금,LG,KIA,서울 잠실 야구장,구름많음,25.2℃,19411
KBO,정규리그,2022 시즌,2022,05,13,금,SSG,NC,인천SSG 랜더스필드,구름조금,23.4℃,8121
KBO,정규리그,2022 시즌,2022,05,13,금,삼성,두산,대구 삼성 라이온즈 파크,비,19.3℃,0
KBO,정규리그,2022 시즌,2022,05,13,금,KT,키움히어로즈,수원케이티위즈파크,구름많음,23.5℃,4246
KBO,정규리그,2022 시즌,2022,05,13,금,한화,롯데,대전 한화생명 이글스파크,구름많음,22.1℃,6773
KBO,정규리그,2022 시즌,2022,05,12,목,키움히어로즈,두산,서울고척스카이돔,구름조금,28.1℃,2649
KBO,정규리그,2022 시즌,2022,05,12,목,KIA,KT,광주-기아 챔피언스 필드,흐림,26.3℃,5224
KBO,정규리그,2022 시즌,2022,05,12,목,삼성,SSG,대구 삼성 라이온즈 파크,흐림,24.6℃,5541
KBO,정규리그,2022 시즌,2022,05,12,목,롯데,NC,부산 사직 야구장,흐림,23.4℃,8782
KBO,정규리그,2022 시즌,2022,05,12,목,LG,한화,서울 잠실 야구장,구름조금,28.1℃,8620
KBO,정규리그,2022 시즌,2022,05,11,수,LG,한화,서울 잠실 야구장,구름많음,25.2℃,8064
KBO,정규리그,2022 시즌,2022,05,11,수,롯데,NC,부산 사직 야구장,구름많음,23.3℃,7761
KBO,정규리그,2022 시즌,2022,05,11,수,삼성,SSG,대구 삼성 라이온즈 파크,구름많음,26.8℃,4786
KBO,정규리그,2022 시즌,2022,05,11,수,KIA,KT,광주-기아 챔피언스 필드,흐림,25.7℃,6542
KBO,정규리그,2022 시즌,2022,05,11,수,키움히어로즈,두산,서울고척스카이돔,구름많음,25.2℃,2641
KBO,정규리그,2022 시즌,2022,05,10,화,키움히어로즈,두산,서울고척스카이돔,구름많음,26.3℃,3564
KBO,정규리그,2022 시즌,2022,05,10,화,KIA,KT,광주-기아 챔피언스 필드,흐림,24.8℃,5240
KBO,정규리그,2022 시즌,2022,05,10,화,삼성,SSG,대구 삼성 라이온즈 파크,구름많음,23.5℃,5088
KBO,정규리그,2022 시즌,2022,05,10,화,롯데,NC,부산 사직 야구장,흐림,20.1℃,8521
KBO,정규리그,2022 시즌,2022,05,10,화,LG,한화,서울 잠실 야구장,구름많음,26.3℃,7270
KBO,정규리그,2022 시즌,2022,05,08,일,두산,KT,서울 잠실 야구장,비,18.2℃,7124
KBO,정규리그,2022 시즌,2022,05,08,일,롯데,삼성,부산 사직 야구장,구름많음,19.3℃,16456
KBO,정규리그,2022 시즌,2022,05,08,일,NC,LG,창원NC파크,구름많음,22.5℃,3642
KBO,정규리그,2022 시즌,2022,05,08,일,키움히어로즈,SSG,서울고척스카이돔,비,18.2℃,4765
KBO,정규리그,2022 시즌,2022,05,08,일,한화,KIA,대전 한화생명 이글스파크,비,23.7℃,7918
KBO,정규리그,2022 시즌,2022,05,07,토,한화,KIA,대전 한화생명 이글스파크,구름많음,24.8℃,11114
KBO,정규리그,2022 시즌,2022,05,07,토,키움히어로즈,SSG,서울고척스카이돔,비,23.1℃,5637
KBO,정규리그,2022 시즌,2022,05,07,토,NC,LG,창원NC파크,구름많음,26.7℃,5585
KBO,정규리그,2022 시즌,2022,05,07,토,롯데,삼성,부산 사직 야구장,구름조금,25.7℃,22990
KBO,정규리그,2022 시즌,2022,05,07,토,두산,KT,서울 잠실 야구장,비,23.1℃,10546
KBO,정규리그,2022 시즌,2022,05,06,금,두산,KT,서울 잠실 야구장,구름조금,25.6℃,8709
KBO,정규리그,2022 시즌,2022,05,06,금,롯데,삼성,부산 사직 야구장,맑음,23.1℃,22990
KBO,정규리그,2022 시즌,2022,05,06,금,NC,LG,창원NC파크,맑음,27.8℃,5883
KBO,정규리그,2022 시즌,2022,05,06,금,키움히어로즈,SSG,서울고척스카이돔,구름조금,25.6℃,4627
KBO,정규리그,2022 시즌,2022,05,06,금,한화,KIA,대전 한화생명 이글스파크,맑음,28.3℃,10305
KBO,정규리그,2022 시즌,2022,05,05,목,KIA,키움히어로즈,광주-기아 챔피언스 필드,맑음,26.6℃,16072
KBO,정규리그,2022 시즌,2022,05,05,목,KT,롯데,수원케이티위즈파크,맑음,24.8℃,20000
KBO,정규리그,2022 시즌,2022,05,05,목,삼성,NC,대구 삼성 라이온즈 파크,맑음,29.1℃,20938
KBO,정규리그,2022 시즌,2022,05,05,목,SSG,한화,인천SSG 랜더스필드,맑음,21.8℃,23000
KBO,정규리그,2022 시즌,2022,05,05,목,LG,두산,서울 잠실 야구장,맑음,25.8℃,24012
KBO,정규리그,2022 시즌,2022,05,04,수,LG,두산,서울 잠실 야구장,맑음,25.2℃,14480
KBO,정규리그,2022 시즌,2022,05,04,수,SSG,한화,인천SSG 랜더스필드,맑음,21.5℃,11331
KBO,정규리그,2022 시즌,2022,05,04,수,삼성,NC,대구 삼성 라이온즈 파크,맑음,28.3℃,8712
KBO,정규리그,2022 시즌,2022,05,04,수,KT,롯데,수원케이티위즈파크,맑음,25.3℃,7532
KBO,정규리그,2022 시즌,2022,05,04,수,KIA,키움히어로즈,광주-기아 챔피언스 필드,맑음,26.1℃,11234
KBO,정규리그,2022 시즌,2022,05,03,화,KIA,키움히어로즈,광주-기아 챔피언스 필드,맑음,22.5℃,5277
KBO,정규리그,2022 시즌,2022,05,03,화,KT,롯데,수원케이티위즈파크,맑음,20.9℃,6251
KBO,정규리그,2022 시즌,2022,05,03,화,삼성,NC,대구 삼성 라이온즈 파크,맑음,23.5℃,5728
KBO,정규리그,2022 시즌,2022,05,03,화,SSG,한화,인천SSG 랜더스필드,맑음,17.3℃,9110
KBO,정규리그,2022 시즌,2022,05,03,화,LG,두산,서울 잠실 야구장,맑음,20.8℃,10124
KBO,정규리그,2022 시즌,2022,05,01,일,LG,롯데,서울 잠실 야구장,맑음,19.2℃,20513
KBO,정규리그,2022 시즌,2022,05,01,일,SSG,두산,인천SSG 랜더스필드,맑음,16℃,18130
KBO,정규리그,2022 시즌,2022,05,01,일,NC,한화,창원NC파크,맑음,21.3℃,5185
KBO,정규리그,2022 시즌,2022,05,01,일,KIA,삼성,광주-기아 챔피언스 필드,맑음,19.4℃,11555
KBO,정규리그,2022 시즌,2022,05,01,일,키움히어로즈,KT,서울고척스카이돔,맑음,19.2℃,3213
KBO,정규리그,2022 시즌,2022,04,30,토,키움히어로즈,KT,서울고척스카이돔,흐림,13℃,4075
KBO,정규리그,2022 시즌,2022,04,30,토,NC,한화,창원NC파크,흐림,13.4℃,6045
KBO,정규리그,2022 시즌,2022,04,30,토,SSG,두산,인천SSG 랜더스필드,구름많음,14.5℃,20094
KBO,정규리그,2022 시즌,2022,04,30,토,LG,롯데,서울 잠실 야구장,흐림,13℃,23018
KBO,정규리그,2022 시즌,2022,04,30,토,KIA,삼성,광주-기아 챔피언스 필드,구름많음,13.4℃,11159
KBO,정규리그,2022 시즌,2022,04,29,금,LG,롯데,서울 잠실 야구장,흐림,13.4℃,15681
KBO,정규리그,2022 시즌,2022,04,29,금,SSG,두산,인천SSG 랜더스필드,흐림,11.3℃,10306
KBO,정규리그,2022 시즌,2022,04,29,금,NC,한화,창원NC파크,비,11.6℃,3405
KBO,정규리그,2022 시즌,2022,04,29,금,KIA,삼성,광주-기아 챔피언스 필드,구름많음,11.2℃,7487
KBO,정규리그,2022 시즌,2022,04,29,금,키움히어로즈,KT,서울고척스카이돔,흐림,13.4℃,1770
KBO,정규리그,2022 시즌,2022,04,28,목,한화,키움히어로즈,대전 한화생명 이글스파크,구름많음,17.8℃,3531
KBO,정규리그,2022 시즌,2022,04,28,목,KT,KIA,수원케이티위즈파크,구름조금,16℃,6111
KBO,정규리그,2022 시즌,2022,04,28,목,삼성,LG,대구 삼성 라이온즈 파크,구름많음,15.7℃,5279
KBO,정규리그,2022 시즌,2022,04,28,목,롯데,SSG,부산 사직 야구장,구름조금,15.9℃,7126
KBO,정규리그,2022 시즌,2022,04,28,목,두산,NC,서울 잠실 야구장,구름많음,18.2℃,5223
KBO,정규리그,2022 시즌,2022,04,27,수,두산,NC,서울 잠실 야구장,맑음,17.7℃,3450
KBO,정규리그,2022 시즌,2022,04,27,수,롯데,SSG,부산 사직 야구장,구름조금,16.5℃,6831
KBO,정규리그,2022 시즌,2022,04,27,수,삼성,LG,대구 삼성 라이온즈 파크,구름조금,17.2℃,5063
KBO,정규리그,2022 시즌,2022,04,27,수,KT,KIA,수원케이티위즈파크,맑음,17.2℃,6123
KBO,정규리그,2022 시즌,2022,04,27,수,한화,키움히어로즈,대전 한화생명 이글스파크,구름조금,17.2℃,3459
KBO,정규리그,2022 시즌,2022,04,26,화,한화,키움히어로즈,대전 한화생명 이글스파크,구름많음,18.8℃,2647
KBO,정규리그,2022 시즌,2022,04,26,화,KT,KIA,수원케이티위즈파크,비,17.6℃,6277
KBO,정규리그,2022 시즌,2022,04,26,화,삼성,LG,대구 삼성 라이온즈 파크,구름조금,18.3℃,3920
KBO,정규리그,2022 시즌,2022,04,26,화,롯데,SSG,부산 사직 야구장,비,17.4℃,2731
KBO,정규리그,2022 시즌,2022,04,26,화,두산,NC,서울 잠실 야구장,흐림,21.9℃,3644
KBO,정규리그,2022 시즌,2022,04,24,일,두산,LG,서울 잠실 야구장,흐림,18.5℃,14848
KBO,정규리그,2022 시즌,2022,04,24,일,삼성,롯데,대구 삼성 라이온즈 파크,맑음,22℃,12782
KBO,정규리그,2022 시즌,2022,04,24,일,KT,NC,수원케이티위즈파크,구름많음,19.2℃,5719
KBO,정규리그,2022 시즌,2022,04,24,일,키움히어로즈,KIA,서울고척스카이돔,구름많음,18.5℃,7406
KBO,정규리그,2022 시즌,2022,04,24,일,한화,SSG,대전 한화생명 이글스파크,구름조금,19.7℃,6612
KBO,정규리그,2022 시즌,2022,04,23,토,한화,SSG,대전 한화생명 이글스파크,구름많음,18.9℃,7514
KBO,정규리그,2022 시즌,2022,04,23,토,KT,NC,수원케이티위즈파크,구름많음,16.7℃,8255
KBO,정규리그,2022 시즌,2022,04,23,토,삼성,롯데,대구 삼성 라이온즈 파크,구름많음,19.1℃,14983
KBO,정규리그,2022 시즌,2022,04,23,토,두산,LG,서울 잠실 야구장,구름많음,17.7℃,17799
KBO,정규리그,2022 시즌,2022,04,23,토,키움히어로즈,KIA,서울고척스카이돔,구름많음,17.7℃,8338
KBO,정규리그,2022 시즌,2022,04,22,금,두산,LG,서울 잠실 야구장,구름많음,15℃,8472
KBO,정규리그,2022 시즌,2022,04,22,금,삼성,롯데,대구 삼성 라이온즈 파크,구름조금,19℃,7951
KBO,정규리그,2022 시즌,2022,04,22,금,KT,NC,수원케이티위즈파크,맑음,15.6℃,2276
KBO,정규리그,2022 시즌,2022,04,22,금,키움히어로즈,KIA,서울고척스카이돔,구름많음,15℃,4289
KBO,정규리그,2022 시즌,2022,04,22,금,한화,SSG,대전 한화생명 이글스파크,구름많음,16.7℃,3146
KBO,정규리그,2022 시즌,2022,04,21,목,KIA,두산,광주-기아 챔피언스 필드,맑음,14.5℃,3474
KBO,정규리그,2022 시즌,2022,04,21,목,NC,삼성,창원NC파크,흐림,12.5℃,1675
KBO,정규리그,2022 시즌,2022,04,21,목,롯데,한화,부산 사직 야구장,흐림,14.5℃,3306
KBO,정규리그,2022 시즌,2022,04,21,목,SSG,키움히어로즈,인천SSG 랜더스필드,흐림,14.3℃,8080
KBO,정규리그,2022 시즌,2022,04,21,목,LG,KT,서울 잠실 야구장,구름많음,16.3℃,4410
KBO,정규리그,2022 시즌,2022,04,20,수,LG,KT,서울 잠실 야구장,맑음,15.7℃,4595
KBO,정규리그,2022 시즌,2022,04,20,수,SSG,키움히어로즈,인천SSG 랜더스필드,맑음,18.2℃,5061
KBO,정규리그,2022 시즌,2022,04,20,수,롯데,한화,부산 사직 야구장,맑음,18.9℃,4340
KBO,정규리그,2022 시즌,2022,04,20,수,NC,삼성,창원NC파크,맑음,17℃,2104
KBO,정규리그,2022 시즌,2022,04,20,수,KIA,두산,광주-기아 챔피언스 필드,맑음,18.9℃,4010
KBO,정규리그,2022 시즌,2022,04,19,화,KIA,두산,광주-기아 챔피언스 필드,맑음,17.5℃,2658
KBO,정규리그,2022 시즌,2022,04,19,화,NC,삼성,창원NC파크,맑음,17.2℃,1725
KBO,정규리그,2022 시즌,2022,04,19,화,롯데,한화,부산 사직 야구장,구름조금,17.5℃,4053
KBO,정규리그,2022 시즌,2022,04,19,화,SSG,키움히어로즈,인천SSG 랜더스필드,맑음,18.4℃,5931
KBO,정규리그,2022 시즌,2022,04,19,화,LG,KT,서울 잠실 야구장,맑음,15.2℃,4537
KBO,정규리그,2022 시즌,2022,04,17,일,두산,키움히어로즈,서울 잠실 야구장,구름조금,14℃,8762
KBO,정규리그,2022 시즌,2022,04,17,일,SSG,삼성,인천SSG 랜더스필드,구름조금,15.6℃,15104
KBO,정규리그,2022 시즌,2022,04,17,일,롯데,KT,부산 사직 야구장,구름조금,14.9℃,9231
KBO,정규리그,2022 시즌,2022,04,17,일,NC,KIA,창원NC파크,구름조금,14℃,3902
KBO,정규리그,2022 시즌,2022,04,17,일,한화,LG,대전 한화생명 이글스파크,구름조금,13.9℃,6566
KBO,정규리그,2022 시즌,2022,04,16,토,SSG,삼성,인천SSG 랜더스필드,구름조금,13.5℃,16037
KBO,정규리그,2022 시즌,2022,04,16,토,두산,키움히어로즈,서울 잠실 야구장,맑음,13.2℃,9737
KBO,정규리그,2022 시즌,2022,04,16,토,롯데,KT,부산 사직 야구장,구름조금,12.1℃,10639
KBO,정규리그,2022 시즌,2022,04,16,토,NC,KIA,창원NC파크,구름조금,11.2℃,4580
KBO,정규리그,2022 시즌,2022,04,16,토,한화,LG,대전 한화생명 이글스파크,구름조금,13.1℃,8112
KBO,정규리그,2022 시즌,2022,04,15,금,한화,LG,대전 한화생명 이글스파크,구름조금,12.6℃,3320
